"station","prov","year","annual","flag_annual","winter","flag_winter","spring","flag_spring","summer","flag_summer","autumn","flag_autumn"
"PRINCE GEORGE","BC",1965,3.6,"a",-10.4,"a",2.9,"a",15.1,"a",3.8,"a"
"PRINCE GEORGE","BC",1966,3.3,"a",-8,"a",4.1,"a",13.3,"a",3.2,"a"
"PRINCE GEORGE","BC",1967,4.3,"a",-5.5,"a",2.8,"a",15.4,"a",5.7,"a"
"PRINCE GEORGE","BC",1968,3.3,"a",-8.1,"a",5.2,"a",13.2,"a",4.6,"a"
"PRINCE GEORGE","BC",1969,3.7,"a",-14.9,"a",5.6,"a",14.7,"a",5.5,"a"
"PRINCE GEORGE","BC",1970,3.1,"a",-5.5,"a",4.3,"a",14.5,"a",2.5,"a"
"PRINCE GEORGE","BC",1971,3.3,"a",-9.2,"a",4.3,"a",15,"a",3.9,"a"
"PRINCE GEORGE","BC",1972,2.4,"a",-13.5,"a",4.7,"a",13.9,"a",3.3,"a"
"PRINCE GEORGE","BC",1973,3.3,"a",-8.5,"a",5.1,"a",13,"a",1.7,"a"
"PRINCE GEORGE","BC",1974,4,"a",-7.7,"a",3.9,"a",13.9,"a",4.8,"a"
"PRINCE GEORGE","BC",1975,2.9,"a",-8.1,"a",2.6,"a",14,"a",4,"a"
"PRINCE GEORGE","BC",1976,4.3,"a",-5.7,"a",3.8,"a",13.1,"a",5.1,"a"
"PRINCE GEORGE","BC",1977,4.1,"a",-3.2,"a",5.5,"a",14.3,"a",3.3,"a"
"PRINCE GEORGE","BC",1978,3.6,"a",-10.3,"a",5,"a",15.3,"a",3.4,"a"
"PRINCE GEORGE","BC",1979,3.3,"a",-13.7,"a",4.8,"a",14.9,"a",5.3,"a"
"PRINCE GEORGE","BC",1980,4.2,"a",-7.4,"a",5.3,"a",13.6,"a",5.9,"a"
"PRINCE GEORGE","BC",1981,5.6,"a",-4.4,"a",6,"a",14.8,"a",6.2,"a"
"PRINCE GEORGE","BC",1982,2.7,"a",-12,"a",2.5,"a",15.4,"a",4.1,"a"
"PRINCE GEORGE","BC",1983,4.3,"a",-4,"a",6,"a",14.1,"a",4.5,"a"
"PRINCE GEORGE","BC",1984,3.8,"a",-6.3,"a",5,"a",14,"a",1.9,"a"
"PRINCE GEORGE","BC",1985,3.1,"a",-8.6,"a",5,"a",14.5,"a",-1,"a"
"PRINCE GEORGE","BC",1986,4.6,"a",-5.8,"a",5.5,"a",14.4,"a",3.7,"a"
"PRINCE GEORGE","BC",1987,6,"a",-3.1,"a",5.5,"a",14.8,"a",6.3,"a"
"PRINCE GEORGE","BC",1988,4.4,"a",-6.8,"a",5.9,"a",13.9,"a",5.5,"a"
"PRINCE GEORGE","BC",1989,4.3,"a",-9.1,"a",4.1,"a",15.2,"a",5.6,"a"
"PRINCE GEORGE","BC",1990,4.1,"a",-5.2,"a",5.1,"a",15.5,"a",3.6,"a"
"PRINCE GEORGE","BC",1991,4.9,"a",-8.2,"a",4.6,"a",15.1,"a",4.4,"a"
"PRINCE GEORGE","BC",1992,5.6,"a",-1.1,"a",6.5,"a",16.2,"a",4.3,"a"
"PRINCE GEORGE","BC",1993,4.5,"a",-10.7,"a",6.8,"a",14.2,"a",4.6,"a"
"PRINCE GEORGE","BC",1994,4.8,"a",-6.4,"a",6.6,"a",15.5,"a",4.9,"a"
"PRINCE GEORGE","BC",1995,4.2,"a",-6.6,"a",5.6,"a",14.3,"a",4.7,"a"
"PRINCE GEORGE","BC",1996,2.1,"a",-10.1,"a",3.6,"a",14.1,"a",2,"a"
"PRINCE GEORGE","BC",1997,5,"a",-8.4,"a",4.5,"a",15.1,"a",4.8,"a"
"PRINCE GEORGE","BC",1998,5.8,"a",-4.1,"a",7,"a",16.4,"a",5.3,"a"
"PRINCE GEORGE","BC",1999,5.2,"a",-4.7,"a",4.7,"a",14.4,"a",5.4,"a"
"PRINCE GEORGE","BC",2000,3.9,"a",-6.5,"a",4.9,"a",14.5,"a",4.5,"a"
"PRINCE GEORGE","BC",2001,4.2,"a",-6.9,"a",4.8,"a",14.1,"a",4.9,"a"
"PRINCE GEORGE","BC",2002,4.2,"a",-5.5,"a",1.4,"a",14.8,"a",4.6,"a"
"PRINCE GEORGE","BC",2003,4.6,"a",-4.6,"a",4,"a",14.9,"a",4,"a"
"PRINCE GEORGE","BC",2004,5.3,"a",-5.4,"a",6.4,"a",16.2,"a",4.5,"a"
"PRINCE GEORGE","BC",2005,5.2,"a",-5.7,"a",7.3,"a",14.4,"a",4.9,"a"
"PRINCE GEORGE","BC",2006,5.1,"a",-4.1,"a",5.1,"a",15.5,"a",3.1,"a"
"PRINCE GEORGE","BC",2007,4.6,"a",-4,"a",5.1,"a",14.8,"a",4.6,"a"
"PRINCE GEORGE","BC",2008,4,"a",-7.8,"a",4.1,"a",14.7,"a",5.7,"a"
"PRINCE GEORGE","BC",2009,NA,"M",-9,"a",3.1,"a",15.9,"a",NA,"M"
"PRINCE GEORGE","BC",2010,NA,"M",NA,"M",NA,"M",NA,"M",NA,"M"
"PRINCE GEORGE","BC",2011,3.1,"a",NA,"M",3,"a",13.2,"a",4.2,"a"
"PRINCE GEORGE","BC",2012,3.9,"a",-4.9,"a",4.3,"a",14.8,"a",3.2,"a"
"PRINCE GEORGE","BC",2013,4.9,"a",-5.5,"a",3.6,"a",15.7,"a",4.8,"a"
"PRINCE GEORGE","BC",2014,4.3,"a",-7.5,"a",3.5,"a",15.7,"a",4.9,"a"
"PRINCE GEORGE","BC",2015,5.5,"a",-3.7,"a",6.5,"a",15.3,"a",4.2,"a"
"PRINCE GEORGE","BC",2016,5.5,"a",-3.7,"a",7.4,"a",15.2,"a",5.1,"a"
"PRINCE GEORGE","BC",2017,4,"a",-8.7,"a",4.9,"a",14.9,"a",4.4,"a"
"QUESNEL","BC",1900,4,"a",-5.9,"a",3.8,"a",12.6,"a",3.8,"a"
"QUESNEL","BC",1901,NA,"M",-5.1,"a",5.4,"a",13.1,"a",NA,"M"
"QUESNEL","BC",1902,NA,"M",NA,"M",NA,"M",NA,"M",4.3,"a"
"QUESNEL","BC",1903,NA,"M",-6.9,"a",NA,"M",NA,"M",3.5,"a"
"QUESNEL","BC",1904,3.1,"a",-8.8,"a",2,"a",14.1,"a",6,"a"
"QUESNEL","BC",1905,3.9,"a",-9.3,"a",6,"a",15,"a",3,"a"
"QUESNEL","BC",1906,4.4,"a",-7.1,"a",5.2,"a",15.2,"a",6,"a"
"QUESNEL","BC",1907,4," ",-13.6," ",4.9," ",15.5," ",7.1," "
"QUESNEL","BC",1908,4.3," ",-5.7," ",4.5," ",14.8," ",4.9," "
"QUESNEL","BC",1909,2.3," ",-12.3," ",4.6," ",14.7," ",3.6," "
"QUESNEL","BC",1910,4.3," ",-10," ",6.4," ",14.2," ",4.3," "
"QUESNEL","BC",1911,3," ",-10.8," ",4.4," ",14.9," ",3.6," "
"QUESNEL","BC",1912,4.6," ",-7.6," ",4.8," ",15.6," ",5.3," "
"QUESNEL","BC",1913,4.1," ",-9.3," ",4," ",15.5," ",5," "
"QUESNEL","BC",1914,5.4," ",-4.3," ",6.4," ",16.1," ",6.6," "
"QUESNEL","BC",1915,6.7," ",-6.8," ",8.8," ",17.7," ",5.1," "
"QUESNEL","BC",1916,3.1," ",-12.8," ",6.5," ",15.7," ",4.9," "
"QUESNEL","BC",1917,3.9," ",-11.7," ",4.7," ",15.9," ",7.6," "
"QUESNEL","BC",1918,5.7," ",-8.5," ",5.2," ",16.4," ",7.1," "
"QUESNEL","BC",1919,3.9," ",-5.8," ",4.1," ",15.7," ",3.4," "
"QUESNEL","BC",1920,4.6," ",-9.6," ",3.5," ",16.6," ",6," "
"QUESNEL","BC",1921,4.8," ",-5.7," ",5.9," ",16," ",5.1," "
"QUESNEL","BC",1922,4.3," ",-12.5," ",5.4," ",16.1," ",7.4," "
"QUESNEL","BC",1923,5.7," ",-8.7," ",5.7," ",17.4," ",6.9," "
"QUESNEL","BC",1924,5.1," ",-4.8," ",5.9," ",16.2," ",6.1," "
"QUESNEL","BC",1925,5.6," ",-9.7," ",6.3," ",16.1," ",5," "
"QUESNEL","BC",1926,6.5," ",-0.7," ",8," ",16.4," ",4.6," "
"QUESNEL","BC",1927,3.7," ",-7.7," ",5," ",17.3," ",3.3," "
"QUESNEL","BC",1928,5.6," ",-10," ",6.1," ",16.8," ",6.1," "
"QUESNEL","BC",1929,4.2," ",-10.1," ",5.9," ",15.2," ",6.5," "
"QUESNEL","BC",1930,4.6," ",-10.4," ",5.6," ",15.8," ",5.1," "
"QUESNEL","BC",1931,5.4," ",-2," ",5.8," ",15.6," ",4," "
"QUESNEL","BC",1932,4.4," ",-7.9," ",5.3," ",15.6," ",5.6," "
"QUESNEL","BC",1933,3.7," ",-8.8," ",4.3," ",14.9," ",5.8," "
"QUESNEL","BC",1934,6," ",-7.3," ",7.6," ",15.4," ",6.1," "
"QUESNEL","BC",1935,4.3," ",-8.2," ",3.1," ",15.7," ",4.3," "
"QUESNEL","BC",1936,4.1," ",-10.2," ",6.2," ",16.6," ",5.6," "
"QUESNEL","BC",1937,4.3," ",-11.4," ",6.6," ",15.7," ",6.2," "
"QUESNEL","BC",1938,5.8," ",-6.9," ",6.8," ",16.5," ",7.1," "
"QUESNEL","BC",1939,6.1," ",-7.4," ",5.8," ",16.2," ",7.1," "
"QUESNEL","BC",1940,6.4," ",-3.3," ",8.1," ",16.5," ",6," "
"QUESNEL","BC",1941,7.2," ",-3.5," ",8.6," ",17.4," ",6.5," "
"QUESNEL","BC",1942,6.1," ",-3.8," ",6.9," ",16.5," ",5," "
"QUESNEL","BC",1943,4.6," ",-7.6," ",4.4," ",15," ",6.1," "
"QUESNEL","BC",1944,5.7," ",-4.3," ",5.7," ",15.5," ",7.2," "
"QUESNEL","BC",1945,5.1," ",-6," ",5.7," ",15.7," ",3.8," "
"QUESNEL","BC",1946,4.9," ",-4.5," ",6.5," ",15.4," ",3.1," "
"QUESNEL","BC",1947,5.3," ",-7.2," ",6.4," ",14.5," ",5.7," "
"QUESNEL","BC",1948,4," ",-6.2," ",4," ",15.8," ",5.2," "
"QUESNEL","BC",1949,3.9," ",-11.8," ",5.9," ",14.3," ",6.9," "
"QUESNEL","BC",1950,2.8," ",-13.5," ",3.8," ",15.7," ",3.3," "
"QUESNEL","BC",1951,3.1," ",-9.2," ",4," ",15.4," ",4.3," "
"QUESNEL","BC",1952,5," ",-9.8," ",5.2," ",15," ",6.7," "
"QUESNEL","BC",1953,5.6," ",-5.8," ",5.8," ",15.2," ",7.5," "
"QUESNEL","BC",1954,4.2," ",-7.2," ",3," ",14.3," ",6.7," "
"QUESNEL","BC",1955,1.9," ",-5.8," ",1.6," ",14.7," ",1.3," "
"QUESNEL","BC",1956,3.3," ",-13.8," ",4.3," ",15.3," ",4.4," "
"QUESNEL","BC",1957,3.5," ",-12.5," ",6.1," ",14.2," ",5.4," "
"QUESNEL","BC",1958,6.1," ",-3.8," ",5.9," ",17.9," ",4.4," "
"QUESNEL","BC",1959,4.6," ",-7.2," ",6," ",14.5," ",4," "
"QUESNEL","BC",1960,5," ",-4.5," ",5," ",15.1," ",5.7," "
"QUESNEL","BC",1961,5.6,"a",-4," ",6.7," ",17.6,"a",3.4,"a"
"QUESNEL","BC",1962,5.2,"a",-8,"a",4.5,"a",14.9,"a",7.2,"a"
"QUESNEL","BC",1963,6,"a",-4,"a",6.2,"a",15.6,"a",7,"a"
"QUESNEL","BC",1964,4.2,"a",-3.2,"a",4.2,"a",14.8,"a",4.3,"a"
"QUESNEL","BC",1965,4.6,"a",-9.2,"a",4,"a",16.2,"a",4.9,"a"
"QUESNEL","BC",1966,4.6,"a",-7.4,"a",5.6,"a",14.7,"a",4.9,"a"
"QUESNEL","BC",1967,5.4,"a",-4.8,"a",4.2,"a",16.6,"a",6.5,"a"
"QUESNEL","BC",1968,4.5,"a",-7,"a",6.1,"a",14.6,"a",5.7,"a"
"QUESNEL","BC",1969,4.9,"a",-13.5,"a",7,"a",16,"a",6.7,"a"
"QUESNEL","BC",1970,4.4,"a",-4.8,"a",5.5,"a",16.3,"a",3.5,"a"
"QUESNEL","BC",1971,4.3,"a",-8.7,"a",5.3,"a",16.3,"a",5.1,"a"
"QUESNEL","BC",1972,3.8,"a",-12.4,"a",6,"a",15.3,"a",4.4,"a"
"QUESNEL","BC",1973,4.6,"a",-7.1,"a",6.3,"a",14.3,"a",2.9,"a"
"QUESNEL","BC",1974,4.9,"a",-6.2,"a",5.1,"a",14.6,"a",6,"a"
"QUESNEL","BC",1975,4,"a",-8.2,"a",3.9,"a",15.2,"a",5.7,"a"
"QUESNEL","BC",1976,5.3,"a",-5.2,"a",5.2,"a",14.1,"a",6.1,"a"
"QUESNEL","BC",1977,4.9,"a",-2.9,"a",6.1,"a",15.2,"a",4.4,"a"
"QUESNEL","BC",1978,4.6,"a",-9,"a",5.8,"a",16.5,"a",4.3,"a"
"QUESNEL","BC",1979,NA,"M",-12.6,"a",5.8,"a",16,"a",NA,"M"
"QUESNEL","BC",1980,5.2,"a",-6.5,"a",6.6,"a",14.8,"a",6.8,"a"
"QUESNEL","BC",1981,6.6,"a",-3.5,"a",6.9,"a",15.9,"a",7,"a"
"QUESNEL","BC",1982,3.9,"a",-10.5,"a",3.7,"a",16.4,"a",5.3,"a"
"QUESNEL","BC",1983,5.4,"a",-2.8,"a",7,"a",15.4,"a",5.6,"a"
"QUESNEL","BC",1984,4.9,"a",-5.8,"a",6.1,"a",15.5,"a",2.8,"a"
"QUESNEL","BC",1985,4.2,"a",-7.5,"a",6,"a",15.9,"a",0.4,"a"
"QUESNEL","BC",1986,5.8,"a",-5,"a",6.8,"a",15.7,"a",4.8,"a"
"QUESNEL","BC",1987,7.3,"a",-2.1,"a",7.1,"a",16.4,"a",7.4,"a"
"QUESNEL","BC",1988,5.9,"a",-5.5,"a",7.2,"a",15.6,"a",6.9,"a"
"QUESNEL","BC",1989,5.4,"a",-8.1,"a",5.7,"a",16.7," ",6.4," "
"QUESNEL","BC",1990,5.3," ",-4.4," ",6.4," ",16.7," ",5," "
"QUESNEL","BC",1991,5.6," ",-7.1," ",5.5," ",16.2," ",5.2," "
"QUESNEL","BC",1992,6.8," ",-0.6," ",7.7," ",17.3," ",5.6," "
"QUESNEL","BC",1993,5.2," ",-9.9," ",7.6," ",15.2," ",5.2," "
"QUESNEL","BC",1994,5.8," ",-5.5," ",7.9," ",16.4," ",5.6," "
"QUESNEL","BC",1995,5.1,"a",-6.1," ",6.3," ",15.6,"a",5.7,"a"
"QUESNEL","BC",1996,3.2,"a",-8.7,"a",4.9,"a",15.1,"a",2.9,"a"
"QUESNEL","BC",1997,6.1,"a",-7.1,"a",5.9,"a",15.8,"a",5.9,"a"
"QUESNEL","BC",1998,7,"a",-2.6,"a",7.9," ",17.5,"a",6.8,"a"
"QUESNEL","BC",1999,6.2,"a",-3.5,"a",6.1,"a",15.3,"a",6.2,"a"
"QUESNEL","BC",2000,4.8,"a",-6,"a",6.1," ",15.1," ",5.5,"a"
"QUESNEL","BC",2001,5.3,"a",-6.2,"a",5.9,"a",15.2,"a",5.9,"a"
"QUESNEL","BC",2002,5.2,"a",-4.6,"a",2.5,"a",15.7,"a",5.6,"a"
"QUESNEL","BC",2003,5.7,"a",-3.6,"a",5.3,"a",16.2,"a",5,"a"
"QUESNEL","BC",2004,6.2,"a",-4.4,"a",7.2,"a",17.1,"a",5.6,"a"
"QUESNEL","BC",2005,6.2,"a",-5,"a",8,"a",15.5,"a",6,"a"
"QUESNEL","BC",2006,NA,"M",-2.8,"a",6.4,"E",NA,"M",4.6,"E"
"QUESNEL","BC",2007,5.4,"a",-3.2,"a",6.1,"a",15.7,"a",5.5,"a"
"QUESNEL","BC",2008,4.8,"a",-7.1,"a",5.3,"a",15.3,"a",6.4,"a"
"QUESNEL","BC",2009,4.6,"a",-8.4,"a",4.2,"a",16.7,"a",6.5,"a"
"QUESNEL","BC",2010,6.3,"a",-5.5,"a",7.2,"a",15.7,"a",5.2,"a"
"QUESNEL","BC",2011,4.5,"a",-6.9,"a",4.5,"a",14.6,"a",5.4,"a"
"QUESNEL","BC",2012,5.3,"a",-4.6,"a",5.9,"a",16.2,"a",4.8,"a"
"QUESNEL","BC",2013,6.2,"a",-4.8,"a",5.9,"a",17.1,"a",6,"a"
"QUESNEL","BC",2014,NA,"M",-6.6,"a",4.5,"a",16.6,"a",NA,"M"
"QUESNEL","BC",2015,7,"a",-2.4,"a",8,"a",17,"a",5.3,"a"
"QUESNEL","BC",2016,6.9,"a",-1.9,"a",8.8,"a",16.6,"a",6.7,"a"
"QUESNEL","BC",2017,5.3,"a",-7.8,"a",5.9,"a",16.3,"a",5.9,"a"
"WILLIAMS LAKE","BC",1940,NA,"M",-3.4,"a",NA,"M",14.8,"a",4.5,"a"
"WILLIAMS LAKE","BC",1941,5.7,"a",-3.5,"a",6.6,"a",15.6,"a",4.5,"a"
"WILLIAMS LAKE","BC",1942,NA,"M",-4.4,"a",5.7,"a",NA,"M",NA,"M"
"WILLIAMS LAKE","BC",1943,NA,"M",NA,"M",2.9,"a",13.4,"a",5.2,"a"
"WILLIAMS LAKE","BC",1944,4.6,"a",NA,"M",4,"a",14.7,"a",6.4,"a"
"WILLIAMS LAKE","BC",1945,4.2,"a",-6.7,"a",4.2,"a",14.8,"a",3.7,"a"
"WILLIAMS LAKE","BC",1946,4.3,"a",-4.9,"a",5.9,"a",14.6,"a",2.6,"a"
"WILLIAMS LAKE","BC",1947,NA,"M",-8.2,"a",6.2,"a",14.7,"a",NA,"M"
"WILLIAMS LAKE","BC",1948,3,"a",-6.4,"a",2.8,"a",14.2,"a",3.9,"a"
"WILLIAMS LAKE","BC",1949,3.2,"a",-11.3,"a",5.2,"a",12.8,"a",5.9,"a"
"WILLIAMS LAKE","BC",1950,2.4,"a",-13.4,"a",2.8,"a",14.7,"a",2.9,"a"
"WILLIAMS LAKE","BC",1951,2.5,"a",-7.7,"a",3,"a",14,"a",3.6,"a"
"WILLIAMS LAKE","BC",1952,4.2,"a",-9.7,"a",4.3,"a",13.6,"a",5.5,"a"
"WILLIAMS LAKE","BC",1953,4.9,"a",-4.8,"a",4.8,"a",13.7,"a",6.8,"a"
"WILLIAMS LAKE","BC",1954,3.4,"a",-7.3,"a",1.9,"a",12.7,"a",5.9,"a"
"WILLIAMS LAKE","BC",1955,1.1,"a",-5.7,"a",0.3,"a",12.8,"a",0.8,"a"
"WILLIAMS LAKE","BC",1956,2.6,"a",-12.2,"a",3.6,"a",13.4,"a",3.1,"a"
"WILLIAMS LAKE","BC",1957,2.5,"a",-12.4,"a",4.9,"a",12.3,"a",4,"a"
"WILLIAMS LAKE","BC",1958,5,"a",-3.3,"a",4.7,"a",16,"a",3.3,"a"
"WILLIAMS LAKE","BC",1959,3.6,"a",-7.3,"a",4.6,"a",13.2,"a",3,"a"
"WILLIAMS LAKE","BC",1960,NA,"M",-5.3,"a",4.2,"a",NA,"M",4.4,"a"
"WILLIAMS LAKE","BC",1961,4.8,"a",-4.6,"a",5.4," ",17.1,"a",2.3,"a"
"WILLIAMS LAKE","BC",1962,4.3,"a",-7.9,"a",3,"a",13.8,"a",6.3,"a"
"WILLIAMS LAKE","BC",1963,5.5,"a",-3.6,"a",5.2,"a",14.5,"a",6.5,"a"
"WILLIAMS LAKE","BC",1964,3.3,"a",-3.9,"a",2.9,"a",13.5,"a",3.7,"a"
"WILLIAMS LAKE","BC",1965,4,"a",-9.3,"a",3.1,"a",15.2,"a",4.5,"a"
"WILLIAMS LAKE","BC",1966,4,"a",-7.2,"a",4.5,"a",13.5,"a",4.3,"a"
"WILLIAMS LAKE","BC",1967,5.1,"a",-4.3,"a",2.9,"a",16.4,"a",5.9,"a"
"WILLIAMS LAKE","BC",1968,3.8,"a",-5.5,"a",4.6,"a",13.7,"a",4.7,"a"
"WILLIAMS LAKE","BC",1969,4,"a",-13.5,"a",5.7,"a",15,"a",5.6,"a"
"WILLIAMS LAKE","BC",1970,3.8,"a",-5.2,"a",3.8,"a",15.9,"a",3.1,"a"
"WILLIAMS LAKE","BC",1971,3.5,"a",-7.5,"a",3.9,"a",15.1,"a",4.1,"a"
"WILLIAMS LAKE","BC",1972,3,"a",-12.1,"a",4.9,"a",14.5,"a",3.3,"a"
"WILLIAMS LAKE","BC",1973,3.8,"a",-7.2,"a",4.9,"a",13.4,"a",2,"a"
"WILLIAMS LAKE","BC",1974,4.4,"a",-6.2,"a",3.8,"a",14.1,"a",5.7,"a"
"WILLIAMS LAKE","BC",1975,3,"a",-8.3,"a",2.7,"a",13.9,"a",4.7,"a"
"WILLIAMS LAKE","BC",1976,4.3,"a",-5.3,"a",3.8,"a",12.5,"a",5.4,"a"
"WILLIAMS LAKE","BC",1977,4,"a",-3.4,"a",4.6,"a",14.5,"a",3.1,"a"
"WILLIAMS LAKE","BC",1978,3.8,"a",-9,"a",4.6,"a",15.5,"a",3.1,"a"
"WILLIAMS LAKE","BC",1979,4.2,"a",-11.1,"a",4.8,"a",15.2,"a",6,"a"
"WILLIAMS LAKE","BC",1980,4.1,"a",-6.2,"a",5.3,"a",13.1,"a",5.8,"a"
"WILLIAMS LAKE","BC",1981,5.6,"a",-3.8,"a",5.8,"a",14.4,"a",6.1,"a"
"WILLIAMS LAKE","BC",1982,3.3,"a",-9.4,"a",2.6,"a",15,"a",4.1,"a"
"WILLIAMS LAKE","BC",1983,4.8,"a",-2.6,"a",5.9,"a",14.3,"a",4.9,"a"
"WILLIAMS LAKE","BC",1984,3.7,"a",-6.7,"a",4.7,"a",14.3,"a",1.9,"a"
"WILLIAMS LAKE","BC",1985,2.9,"a",-8.5,"a",4.5,"a",14.8,"a",-0.9,"a"
"WILLIAMS LAKE","BC",1986,5.1,"a",-5.5,"a",5.4,"a",15,"a",4.6,"a"
"WILLIAMS LAKE","BC",1987,6.5,"a",-2.9,"a",6.2,"a",15.3,"a",7.2,"a"
"WILLIAMS LAKE","BC",1988,5.3,"a",-5.6,"a",5.9,"a",14.9,"a",6.1,"a"
"WILLIAMS LAKE","BC",1989,4.6,"a",-8,"a",4.6,"a",15,"a",5.8,"a"
"WILLIAMS LAKE","BC",1990,4.4,"a",-5,"a",5.3,"a",15.3,"a",4.3,"a"
"WILLIAMS LAKE","BC",1991,4.6,"a",-7.1,"a",4.2,"a",14.5,"a",4.3,"a"
"WILLIAMS LAKE","BC",1992,5.6,"a",-1.9,"a",6.7,"a",16,"a",4.3,"a"
"WILLIAMS LAKE","BC",1993,3.9,"a",-10.2,"a",6.2,"a",13.3,"a",4.1,"a"
"WILLIAMS LAKE","BC",1994,4.9,"a",-6.1,"a",6.5,"a",15.1,"a",4.4,"a"
"WILLIAMS LAKE","BC",1995,4.5,"a",-5.7,"a",5.4,"a",14,"a",5,"a"
"WILLIAMS LAKE","BC",1996,2.3,"a",-8.8,"a",3.7,"a",14.2,"a",2,"a"
"WILLIAMS LAKE","BC",1997,5.2,"a",-7,"a",4.5,"a",14.6,"a",5.2,"a"
"WILLIAMS LAKE","BC",1998,6.2,"a",-3.4,"a",6.5,"a",16.5,"a",6.3,"a"
"WILLIAMS LAKE","BC",1999,5.2,"a",-4.1,"a",4.7,"a",14.2,"a",5.4,"a"
"WILLIAMS LAKE","BC",2000,3.9,"a",-6.2,"a",4.6,"a",14,"a",4.4,"a"
"WILLIAMS LAKE","BC",2001,4.7,"a",-6.2,"a",4.9,"a",14,"a",5.3,"a"
"WILLIAMS LAKE","BC",2002,4.3,"a",-5.1,"a",1.8,"a",15,"a",4.7,"a"
"WILLIAMS LAKE","BC",2003,5.2,"a",-3.8,"a",4.3,"a",15.9,"a",4.2,"a"
"WILLIAMS LAKE","BC",2004,5.5,"a",-4.7,"a",6.3,"a",16.3,"a",4.3,"a"
"WILLIAMS LAKE","BC",2005,5,"a",-5.3,"a",7,"a",14.2,"a",4.4,"a"
"WILLIAMS LAKE","BC",2006,5.3,"a",-4.1,"a",5.1,"a",15.6,"a",3.8,"a"
"WILLIAMS LAKE","BC",2007,4.5,"a",-4.5,"a",5.3,"a",14.7,"a",4.2,"a"
"WILLIAMS LAKE","BC",2008,4.1,"a",-6.8,"a",3.9,"a",14.4,"a",5.8,"a"
"WILLIAMS LAKE","BC",2009,4,"a",-8.8,"a",3.2,"a",16.2,"a",5.5,"a"
"WILLIAMS LAKE","BC",2010,5.7,"a",-4.6,"a",5.6,"a",14.9,"a",4.6,"a"
"WILLIAMS LAKE","BC",2011,3.8,"a",-7.1,"a",3.5,"a",13.7,"a",5,"a"
"WILLIAMS LAKE","BC",2012,4.8,"a",-4.6,"a",4.7,"a",15.5,"E",4.9,"a"
"WILLIAMS LAKE","BC",2013,5.3,"a",-4.9,"a",4.9,"a",15.9,"a",5,"a"
"WILLIAMS LAKE","BC",2014,4.5,"a",-7.3,"a",3.4,"a",15.9,"a",5.2,"a"
"WILLIAMS LAKE","BC",2015,6,"a",-3,"a",6.9,"a",16.4,"a",3.8,"a"
"WILLIAMS LAKE","BC",2016,5.7,"a",-3.2,"a",7.5,"a",15.3,"a",5.7,"a"
"WILLIAMS LAKE","BC",2017,4.6,"a",-9.1,"a",4.7,"a",16.5,"a",5.3,"a"
"AGASSIZ","BC",1894,10.1,"a",2.9,"a",8.9,"a",18.2,"a",10.5,"a"
"AGASSIZ","BC",1895,NA,"M",3.8,"a",9.7,"a",17.5,"a",10.9,"a"
"AGASSIZ","BC",1896,10.4,"a",NA,"M",9.2,"a",18.6,"a",9.3,"a"
"AGASSIZ","BC",1897,NA,"M",NA,"M",11.1,"a",17.7,"a",10.7,"a"
"AGASSIZ","BC",1898,11.2,"a",3.7,"a",10.7,"a",19.3,"a",10.8,"a"
"AGASSIZ","BC",1899,10.2,"a",2.4,"a",9.3,"a",16.7,"a",12.2,"a"
"AGASSIZ","BC",1900,NA,"M",4.5,"a",12.3,"a",NA,"M",10.2,"a"
"AGASSIZ","BC",1901,10.5,"a",3.9,"a",10.9,"a",16.7,"a",11.2,"a"
"AGASSIZ","BC",1902,NA,"M",NA,"M",NA,"M",NA,"M",10,"a"
"AGASSIZ","BC",1903,9.5,"a",3.3,"a",8.3,"a",16.7,"a",9,"a"
"AGASSIZ","BC",1904,10.6,"a",3.1,"a",10.7,"a",16.7,"a",11.7,"a"
"AGASSIZ","BC",1905,10.5,"a",3.7,"a",12.4,"a",17.7,"a",8.3,"a"
"AGASSIZ","BC",1906,10.6,"a",5,"a",10.4,"a",18,"a",9.2,"a"
"AGASSIZ","BC",1907,9.4,"a",0.4,"a",9.2,"a",16.3,"a",11.8,"a"
"AGASSIZ","BC",1908,10.1,"a",3.6,"a",9.5,"a",17.8,"a",9.7,"a"
"AGASSIZ","BC",1909,8.8,"a",0.9,"a",9.2,"a",16.1,"a",9.8,"a"
"AGASSIZ","BC",1910,10.6,"a",1.6,"a",11.2,"a",17.4,"a",11,"a"
"AGASSIZ","BC",1911,9.1,"a",1.1,"a",8.7,"a",17.1,"a",9.5,"a"
"AGASSIZ","BC",1912,9.9,"a",3.8,"a",9.6,"a",16.4,"a",9.7,"a"
"AGASSIZ","BC",1913,9.3,"a",1.2,"a",9.2,"a",16.8,"a",10,"a"
"AGASSIZ","BC",1914,10,"a",4,"a",10.9,"a",16.4,"a",9.9,"a"
"AGASSIZ","BC",1915,10.3,"a",3,"a",10.7,"a",17.4,"a",9.3,"a"
"AGASSIZ","BC",1916,8.6,"a",0,"a",8.9,"a",16.9,"a",9.6,"a"
"AGASSIZ","BC",1917,9.1,"a",0.2,"a",7.8,"a",16.6,"a",10.8,"a"
"AGASSIZ","BC",1918,10.3,"a",2.5,"a",8.9,"a",17.3,"a",12.2,"a"
"AGASSIZ","BC",1919,9.7,"a",3.4,"a",9.4,"a",17,"a",9.8,"a"
