"station","prov","year","annual"
"KENTVILLE","NS",1996,NA
"KENTVILLE","NS",1997,NA
"KENTVILLE","NS",1998,NA
"KENTVILLE","NS",1999,NA
"KENTVILLE","NS",2000,NA
"KENTVILLE","NS",2001,8
"KENTVILLE","NS",2002,NA
"KENTVILLE","NS",2003,7.3
"KENTVILLE","NS",2004,6.8
"KENTVILLE","NS",2005,7.7
"KENTVILLE","NS",2006,8.8
"KENTVILLE","NS",2007,NA
"KENTVILLE","NS",2008,7.6
"KENTVILLE","NS",2009,NA
"KENTVILLE","NS",2010,8.8
"KENTVILLE","NS",2011,NA
"KENTVILLE","NS",2012,8.5
"KENTVILLE","NS",2013,7.4
"KENTVILLE","NS",2014,7.4
"KENTVILLE","NS",2015,6.7
"KENTVILLE","NS",2016,7.9
"KENTVILLE","NS",2017,7.8
"LIVERPOOL","NS",1941,7.1
"LIVERPOOL","NS",1942,7.1
"LIVERPOOL","NS",1943,NA
"LIVERPOOL","NS",1944,7.7
"LIVERPOOL","NS",1945,7.3
"LIVERPOOL","NS",1946,NA
"LIVERPOOL","NS",1947,7.8
"LIVERPOOL","NS",1948,NA
"LIVERPOOL","NS",1949,8.1
"LIVERPOOL","NS",1950,6.2
"LIVERPOOL","NS",1951,NA
"LIVERPOOL","NS",1952,NA
"LIVERPOOL","NS",1953,NA
"LIVERPOOL","NS",1954,8
"LIVERPOOL","NS",1955,7.4
"LIVERPOOL","NS",1956,7.3
"LIVERPOOL","NS",1957,NA
"LIVERPOOL","NS",1958,7.1
"LIVERPOOL","NS",1959,7.4
"LIVERPOOL","NS",1960,7.6
"LIVERPOOL","NS",1961,7.3
"LIVERPOOL","NS",1962,6.3
"LIVERPOOL","NS",1963,6.8
"LIVERPOOL","NS",1964,6.6
"LIVERPOOL","NS",1965,6.2
"LIVERPOOL","NS",1966,7.2
"LIVERPOOL","NS",1967,6.6
"LIVERPOOL","NS",1968,NA
"LIVERPOOL","NS",1969,7.9
"LIVERPOOL","NS",1970,NA
"LIVERPOOL","NS",1971,NA
"LIVERPOOL","NS",1972,NA
"LIVERPOOL","NS",1973,8
"LIVERPOOL","NS",1974,NA
"LIVERPOOL","NS",1975,7.1
"LIVERPOOL","NS",1976,NA
"LIVERPOOL","NS",1977,7.6
"LIVERPOOL","NS",1978,6.6
"LIVERPOOL","NS",1979,8.2
"LIVERPOOL","NS",1980,NA
"LIVERPOOL","NS",1981,7.8
"LIVERPOOL","NS",1982,7.2
"LIVERPOOL","NS",1983,8.4
"LIVERPOOL","NS",1984,8.3
"LIVERPOOL","NS",1985,6.9
"LIVERPOOL","NS",1986,7.1
"LIVERPOOL","NS",1987,7
"LIVERPOOL","NS",1988,7.5
"LIVERPOOL","NS",1989,7.3
"LIVERPOOL","NS",1990,8.7
"LIVERPOOL","NS",1991,8.1
"LIVERPOOL","NS",1992,6.6
"LIVERPOOL","NS",1993,7.1
"LIVERPOOL","NS",1994,7.8
"LIVERPOOL","NS",1995,7.9
"LIVERPOOL","NS",1996,7.7
"LIVERPOOL","NS",1997,7.3
"LIVERPOOL","NS",1998,NA
"LIVERPOOL","NS",1999,9
"LIVERPOOL","NS",2000,7.7
"LIVERPOOL","NS",2001,7.8
"LIVERPOOL","NS",2002,NA
"LIVERPOOL","NS",2003,7.5
"LIVERPOOL","NS",2004,6.9
"LIVERPOOL","NS",2005,NA
"LIVERPOOL","NS",2006,NA
"LIVERPOOL","NS",2007,NA
"LIVERPOOL","NS",2008,NA
"LIVERPOOL","NS",2009,NA
"LIVERPOOL","NS",2010,NA
"LIVERPOOL","NS",2011,NA
"LIVERPOOL","NS",2012,NA
"NAPPAN","NS",1914,4.2
"NAPPAN","NS",1915,5.8
"NAPPAN","NS",1916,4.9
"NAPPAN","NS",1917,4.4
"NAPPAN","NS",1918,4.4
"NAPPAN","NS",1919,5.4
"NAPPAN","NS",1920,5.1
"NAPPAN","NS",1921,5.4
"NAPPAN","NS",1922,4.9
"NAPPAN","NS",1923,4.1
"NAPPAN","NS",1924,5
"NAPPAN","NS",1925,5
"NAPPAN","NS",1926,4.1
"NAPPAN","NS",1927,5.9
"NAPPAN","NS",1928,5.7
"NAPPAN","NS",1929,5.1
"NAPPAN","NS",1930,5.9
"NAPPAN","NS",1931,6.5
"NAPPAN","NS",1932,5.8
"NAPPAN","NS",1933,5.1
"NAPPAN","NS",1934,4.5
"NAPPAN","NS",1935,4.6
"NAPPAN","NS",1936,5.1
"NAPPAN","NS",1937,6
"NAPPAN","NS",1938,5.5
"NAPPAN","NS",1939,5
"NAPPAN","NS",1940,4.7
"NAPPAN","NS",1941,4.7
"NAPPAN","NS",1942,5.4
"NAPPAN","NS",1943,4.5
"NAPPAN","NS",1944,5.5
"NAPPAN","NS",1945,5.4
"NAPPAN","NS",1946,5.5
"NAPPAN","NS",1947,5.9
"NAPPAN","NS",1948,5.1
"NAPPAN","NS",1949,6.6
"NAPPAN","NS",1950,5.8
"NAPPAN","NS",1951,6.7
"NAPPAN","NS",1952,6.5
"NAPPAN","NS",1953,7.2
"NAPPAN","NS",1954,6.3
"NAPPAN","NS",1955,5.5
"NAPPAN","NS",1956,5.1
"NAPPAN","NS",1957,5.7
"NAPPAN","NS",1958,5.3
"NAPPAN","NS",1959,5.7
"NAPPAN","NS",1960,6.3
"NAPPAN","NS",1961,5.4
"NAPPAN","NS",1962,4.8
"NAPPAN","NS",1963,5
"NAPPAN","NS",1964,5.1
"NAPPAN","NS",1965,4.8
"NAPPAN","NS",1966,6.2
"NAPPAN","NS",1967,4.9
"NAPPAN","NS",1968,5.2
"NAPPAN","NS",1969,6.4
"NAPPAN","NS",1970,5.3
"NAPPAN","NS",1971,5.8
"NAPPAN","NS",1972,4.5
"NAPPAN","NS",1973,6.2
"NAPPAN","NS",1974,5.1
"NAPPAN","NS",1975,5.3
"NAPPAN","NS",1976,5.7
"NAPPAN","NS",1977,5.7
"NAPPAN","NS",1978,4.9
"NAPPAN","NS",1979,6.8
"NAPPAN","NS",1980,5.1
"NAPPAN","NS",1981,6.3
"NAPPAN","NS",1982,5.3
"NAPPAN","NS",1983,6.7
"NAPPAN","NS",1984,6.3
"NAPPAN","NS",1985,5
"NAPPAN","NS",1986,5
"NAPPAN","NS",1987,5.5
"NAPPAN","NS",1988,5.7
"NAPPAN","NS",1989,5.1
"NAPPAN","NS",1990,6.6
"NAPPAN","NS",1991,6
"NAPPAN","NS",1992,5
"NAPPAN","NS",1993,5.4
"NAPPAN","NS",1994,6.1
"NAPPAN","NS",1995,6
"NAPPAN","NS",1996,6.1
"NAPPAN","NS",1997,5.2
"NAPPAN","NS",1998,NA
"NAPPAN","NS",1999,8
"NAPPAN","NS",2000,6.6
"NAPPAN","NS",2001,6.9
"NAPPAN","NS",2002,6.4
"NAPPAN","NS",2003,6.2
"NAPPAN","NS",2004,5.5
"NAPPAN","NS",2005,6.3
"NAPPAN","NS",2006,7.7
"NAPPAN","NS",2007,5.7
"NAPPAN","NS",2008,6.2
"NAPPAN","NS",2009,NA
"NAPPAN","NS",2010,7.5
"NAPPAN","NS",2011,6.5
"NAPPAN","NS",2012,7.1
"NAPPAN","NS",2013,6
"NAPPAN","NS",2014,6.1
"NAPPAN","NS",2015,5.3
"NAPPAN","NS",2016,6.8
"NAPPAN","NS",2017,6.6
"UPPER STEWIACKE","NS",1916,NA
"UPPER STEWIACKE","NS",1917,4.9
"UPPER STEWIACKE","NS",1918,5
"UPPER STEWIACKE","NS",1919,5.9
"UPPER STEWIACKE","NS",1920,5.6
"UPPER STEWIACKE","NS",1921,5.8
"UPPER STEWIACKE","NS",1922,NA
"UPPER STEWIACKE","NS",1923,4.7
"UPPER STEWIACKE","NS",1924,5.2
"UPPER STEWIACKE","NS",1925,5.6
"UPPER STEWIACKE","NS",1926,4.7
"UPPER STEWIACKE","NS",1927,6.8
"UPPER STEWIACKE","NS",1928,6
"UPPER STEWIACKE","NS",1929,NA
"UPPER STEWIACKE","NS",1930,5.8
"UPPER STEWIACKE","NS",1931,6.2
"UPPER STEWIACKE","NS",1932,5.5
"UPPER STEWIACKE","NS",1933,6.1
"UPPER STEWIACKE","NS",1934,5.6
"UPPER STEWIACKE","NS",1935,5.6
"UPPER STEWIACKE","NS",1936,6.2
"UPPER STEWIACKE","NS",1937,6.9
"UPPER STEWIACKE","NS",1938,NA
"UPPER STEWIACKE","NS",1939,5.4
"UPPER STEWIACKE","NS",1940,5
"UPPER STEWIACKE","NS",1941,NA
"UPPER STEWIACKE","NS",1942,5.5
"UPPER STEWIACKE","NS",1943,4.5
"UPPER STEWIACKE","NS",1944,5.3
"UPPER STEWIACKE","NS",1945,5.8
"UPPER STEWIACKE","NS",1946,6.2
"UPPER STEWIACKE","NS",1947,6.5
"UPPER STEWIACKE","NS",1948,5.4
"UPPER STEWIACKE","NS",1949,6.8
"UPPER STEWIACKE","NS",1950,NA
"UPPER STEWIACKE","NS",1951,7.2
"UPPER STEWIACKE","NS",1952,6.8
"UPPER STEWIACKE","NS",1953,7.2
"UPPER STEWIACKE","NS",1954,6.7
"UPPER STEWIACKE","NS",1955,5.5
"UPPER STEWIACKE","NS",1956,5.2
"UPPER STEWIACKE","NS",1957,5.5
"UPPER STEWIACKE","NS",1958,NA
"UPPER STEWIACKE","NS",1959,NA
"UPPER STEWIACKE","NS",1960,6.6
"UPPER STEWIACKE","NS",1961,5.8
"UPPER STEWIACKE","NS",1962,5.4
"UPPER STEWIACKE","NS",1963,5.5
"UPPER STEWIACKE","NS",1964,NA
"UPPER STEWIACKE","NS",1965,5.1
"UPPER STEWIACKE","NS",1966,6.5
"UPPER STEWIACKE","NS",1967,5.8
"UPPER STEWIACKE","NS",1968,5.7
"UPPER STEWIACKE","NS",1969,7
"UPPER STEWIACKE","NS",1970,5.7
"UPPER STEWIACKE","NS",1971,6.2
"UPPER STEWIACKE","NS",1972,5.1
"UPPER STEWIACKE","NS",1973,6.3
"UPPER STEWIACKE","NS",1974,5.4
"UPPER STEWIACKE","NS",1975,5.7
"UPPER STEWIACKE","NS",1976,NA
"UPPER STEWIACKE","NS",1977,6.3
"UPPER STEWIACKE","NS",1978,5.3
"UPPER STEWIACKE","NS",1979,7.1
"UPPER STEWIACKE","NS",1980,NA
"UPPER STEWIACKE","NS",1981,7.1
"UPPER STEWIACKE","NS",1982,6.1
"UPPER STEWIACKE","NS",1983,7.2
"UPPER STEWIACKE","NS",1984,6.9
"UPPER STEWIACKE","NS",1985,5
"UPPER STEWIACKE","NS",1986,5.4
"UPPER STEWIACKE","NS",1987,5.6
"UPPER STEWIACKE","NS",1988,6.1
"UPPER STEWIACKE","NS",1989,5.4
"UPPER STEWIACKE","NS",1990,6.9
"UPPER STEWIACKE","NS",1991,6.5
"UPPER STEWIACKE","NS",1992,5.2
"UPPER STEWIACKE","NS",1993,5.5
"UPPER STEWIACKE","NS",1994,6.1
"UPPER STEWIACKE","NS",1995,6.3
"UPPER STEWIACKE","NS",1996,6.3
"UPPER STEWIACKE","NS",1997,4.9
"UPPER STEWIACKE","NS",1998,7.3
"UPPER STEWIACKE","NS",1999,7.5
"UPPER STEWIACKE","NS",2000,NA
"UPPER STEWIACKE","NS",2001,6.7
"UPPER STEWIACKE","NS",2002,6.2
"UPPER STEWIACKE","NS",2003,6.3
"UPPER STEWIACKE","NS",2004,5.9
"UPPER STEWIACKE","NS",2005,NA
"UPPER STEWIACKE","NS",2006,7.9
"UPPER STEWIACKE","NS",2007,5.7
"UPPER STEWIACKE","NS",2008,6.6
"UPPER STEWIACKE","NS",2009,5.9
"UPPER STEWIACKE","NS",2010,7.5
"UPPER STEWIACKE","NS",2011,6.8
"UPPER STEWIACKE","NS",2012,7.4
"UPPER STEWIACKE","NS",2013,6.1
"UPPER STEWIACKE","NS",2014,6.4
"UPPER STEWIACKE","NS",2015,NA
"UPPER STEWIACKE","NS",2016,6.7
"UPPER STEWIACKE","NS",2017,6.4
"PARRSBORO","NS",1898,5.1
"PARRSBORO","NS",1899,4.3
"PARRSBORO","NS",1900,5
"PARRSBORO","NS",1901,5.5
"PARRSBORO","NS",1902,5.3
"PARRSBORO","NS",1903,4.5
"PARRSBORO","NS",1904,3
"PARRSBORO","NS",1905,3.4
"PARRSBORO","NS",1906,4.4
"PARRSBORO","NS",1907,NA
"PARRSBORO","NS",1908,NA
"PARRSBORO","NS",1909,NA
"PARRSBORO","NS",1910,4.9
"PARRSBORO","NS",1911,NA
"PARRSBORO","NS",1912,NA
"PARRSBORO","NS",1913,NA
"PARRSBORO","NS",1914,NA
"PARRSBORO","NS",1915,4.9
"PARRSBORO","NS",1916,4
"PARRSBORO","NS",1917,3.4
"PARRSBORO","NS",1918,3.2
"PARRSBORO","NS",1919,NA
"PARRSBORO","NS",1920,NA
"PARRSBORO","NS",1921,4.4
"PARRSBORO","NS",1922,4.1
"PARRSBORO","NS",1923,3
"PARRSBORO","NS",1924,4
"PARRSBORO","NS",1925,3.9
"PARRSBORO","NS",1926,2.9
"PARRSBORO","NS",1927,4.7
"PARRSBORO","NS",1928,4.6
"PARRSBORO","NS",1929,NA
"PARRSBORO","NS",1930,4.8
"PARRSBORO","NS",1931,5.5
"PARRSBORO","NS",1932,4.6
"PARRSBORO","NS",1933,4.2
"PARRSBORO","NS",1934,NA
"PARRSBORO","NS",1935,3.9
"PARRSBORO","NS",1936,4.5
"PARRSBORO","NS",1937,5.4
"PARRSBORO","NS",1938,4.8
"PARRSBORO","NS",1939,4.3
"PARRSBORO","NS",1940,4
"PARRSBORO","NS",1941,4.4
"PARRSBORO","NS",1942,4.9
"PARRSBORO","NS",1943,4
"PARRSBORO","NS",1944,4.9
"PARRSBORO","NS",1945,5.5
"PARRSBORO","NS",1946,5.2
"PARRSBORO","NS",1947,5.6
"PARRSBORO","NS",1948,4.5
"PARRSBORO","NS",1949,NA
"PARRSBORO","NS",1950,4.9
"PARRSBORO","NS",1951,6.3
"PARRSBORO","NS",1952,5.8
"PARRSBORO","NS",1953,6.5
"PARRSBORO","NS",1954,5.5
"PARRSBORO","NS",1955,4.9
"PARRSBORO","NS",1956,5.5
"PARRSBORO","NS",1957,6.4
"PARRSBORO","NS",1958,5.8
"PARRSBORO","NS",1959,5.5
"PARRSBORO","NS",1960,6.2
"PARRSBORO","NS",1961,5.3
"PARRSBORO","NS",1962,4.4
"PARRSBORO","NS",1963,4.5
"PARRSBORO","NS",1964,4.4
"PARRSBORO","NS",1965,4.1
"PARRSBORO","NS",1966,5.6
"PARRSBORO","NS",1967,4.4
"PARRSBORO","NS",1968,4.7
"PARRSBORO","NS",1969,6.3
"PARRSBORO","NS",1970,5.1
"PARRSBORO","NS",1971,5.2
"PARRSBORO","NS",1972,4.4
"PARRSBORO","NS",1973,6.2
"PARRSBORO","NS",1974,5.1
"PARRSBORO","NS",1975,5.3
"PARRSBORO","NS",1976,5.8
"PARRSBORO","NS",1977,5.7
"PARRSBORO","NS",1978,5
"PARRSBORO","NS",1979,6.6
"PARRSBORO","NS",1980,5.1
"PARRSBORO","NS",1981,6.5
"PARRSBORO","NS",1982,5.5
"PARRSBORO","NS",1983,6.9
"PARRSBORO","NS",1984,6.4
"PARRSBORO","NS",1985,5
"PARRSBORO","NS",1986,5.2
"PARRSBORO","NS",1987,5.6
"PARRSBORO","NS",1988,NA
"PARRSBORO","NS",1989,5.4
"PARRSBORO","NS",1990,6.9
"PARRSBORO","NS",1991,6.4
"PARRSBORO","NS",1992,5.1
"PARRSBORO","NS",1993,5.5
"PARRSBORO","NS",1994,6.1
"PARRSBORO","NS",1995,6.2
"PARRSBORO","NS",1996,6.2
"PARRSBORO","NS",1997,5.4
"PARRSBORO","NS",1998,7.2
"PARRSBORO","NS",1999,7.9
"PARRSBORO","NS",2000,6.7
"PARRSBORO","NS",2001,7
"PARRSBORO","NS",2002,NA
"PARRSBORO","NS",2003,NA
"PARRSBORO","NS",2004,NA
"PARRSBORO","NS",2005,5.7
"PARRSBORO","NS",2006,7.2
"PARRSBORO","NS",2007,5.1
"PARRSBORO","NS",2008,5.9
"PARRSBORO","NS",2009,5.3
"PARRSBORO","NS",2010,7.2
"PARRSBORO","NS",2011,6.3
"PARRSBORO","NS",2012,6.9
"PARRSBORO","NS",2013,5.7
"PARRSBORO","NS",2014,5.9
"PARRSBORO","NS",2015,5.1
"PARRSBORO","NS",2016,6.4
"PARRSBORO","NS",2017,6.3
"SABLE ISLAND","NS",1898,7.7
"SABLE ISLAND","NS",1899,7.2
"SABLE ISLAND","NS",1900,7.9
"SABLE ISLAND","NS",1901,8.1
"SABLE ISLAND","NS",1902,7.9
"SABLE ISLAND","NS",1903,6.9
"SABLE ISLAND","NS",1904,6.6
"SABLE ISLAND","NS",1905,6.4
"SABLE ISLAND","NS",1906,7.4
"SABLE ISLAND","NS",1907,6.6
"SABLE ISLAND","NS",1908,7.6
"SABLE ISLAND","NS",1909,7.5
"SABLE ISLAND","NS",1910,8.2
"SABLE ISLAND","NS",1911,6.9
"SABLE ISLAND","NS",1912,6.5
"SABLE ISLAND","NS",1913,7.5
"SABLE ISLAND","NS",1914,6
"SABLE ISLAND","NS",1915,7
"SABLE ISLAND","NS",1916,6.8
"SABLE ISLAND","NS",1917,7
"SABLE ISLAND","NS",1918,6.6
"SABLE ISLAND","NS",1919,6.7
"SABLE ISLAND","NS",1920,7.2
"SABLE ISLAND","NS",1921,NA
"SABLE ISLAND","NS",1922,NA
"SABLE ISLAND","NS",1923,6
"SABLE ISLAND","NS",1924,6.7
"SABLE ISLAND","NS",1925,6.5
"SABLE ISLAND","NS",1926,6.6
"SABLE ISLAND","NS",1927,7.7
"SABLE ISLAND","NS",1928,7.4
"SABLE ISLAND","NS",1929,7
"SABLE ISLAND","NS",1930,7.6
"SABLE ISLAND","NS",1931,8.5
"SABLE ISLAND","NS",1932,7.5
"SABLE ISLAND","NS",1933,7.4
"SABLE ISLAND","NS",1934,7.3
"SABLE ISLAND","NS",1935,6.4
"SABLE ISLAND","NS",1936,7.6
"SABLE ISLAND","NS",1937,NA
"SABLE ISLAND","NS",1938,7.8
"SABLE ISLAND","NS",1939,6.7
"SABLE ISLAND","NS",1940,6.9
"SABLE ISLAND","NS",1941,6.3
"SABLE ISLAND","NS",1942,7.9
"SABLE ISLAND","NS",1943,7.1
"SABLE ISLAND","NS",1944,7.4
"SABLE ISLAND","NS",1945,7.7
"SABLE ISLAND","NS",1946,7.8
"SABLE ISLAND","NS",1947,NA
"SABLE ISLAND","NS",1948,6.5
"SABLE ISLAND","NS",1949,8.4
"SABLE ISLAND","NS",1950,7.4
"SABLE ISLAND","NS",1951,9.3
"SABLE ISLAND","NS",1952,8.6
"SABLE ISLAND","NS",1953,8.5
"SABLE ISLAND","NS",1954,8.4
"SABLE ISLAND","NS",1955,7.1
"SABLE ISLAND","NS",1956,7.5
"SABLE ISLAND","NS",1957,7.4
"SABLE ISLAND","NS",1958,8.2
"SABLE ISLAND","NS",1959,6.7
"SABLE ISLAND","NS",1960,8.3
"SABLE ISLAND","NS",1961,7.6
"SABLE ISLAND","NS",1962,7.1
"SABLE ISLAND","NS",1963,7.2
"SABLE ISLAND","NS",1964,7
"SABLE ISLAND","NS",1965,6.5
"SABLE ISLAND","NS",1966,7.6
"SABLE ISLAND","NS",1967,8
"SABLE ISLAND","NS",1968,7.7
"SABLE ISLAND","NS",1969,8.3
"SABLE ISLAND","NS",1970,7.9
"SABLE ISLAND","NS",1971,8
"SABLE ISLAND","NS",1972,7.3
"SABLE ISLAND","NS",1973,7.6
"SABLE ISLAND","NS",1974,7
"SABLE ISLAND","NS",1975,7.1
"SABLE ISLAND","NS",1976,8
"SABLE ISLAND","NS",1977,7.7
"SABLE ISLAND","NS",1978,7.4
"SABLE ISLAND","NS",1979,8.1
"SABLE ISLAND","NS",1980,7
"SABLE ISLAND","NS",1981,8.6
"SABLE ISLAND","NS",1982,7.6
"SABLE ISLAND","NS",1983,8.7
"SABLE ISLAND","NS",1984,8.7
"SABLE ISLAND","NS",1985,6.8
"SABLE ISLAND","NS",1986,7.1
"SABLE ISLAND","NS",1987,7.3
"SABLE ISLAND","NS",1988,7.6
"SABLE ISLAND","NS",1989,7.5
"SABLE ISLAND","NS",1990,7.8
"SABLE ISLAND","NS",1991,7.8
"SABLE ISLAND","NS",1992,7.2
"SABLE ISLAND","NS",1993,7.6
"SABLE ISLAND","NS",1994,8.2
"SABLE ISLAND","NS",1995,NA
"SABLE ISLAND","NS",1996,NA
"SABLE ISLAND","NS",1997,7.1
"SABLE ISLAND","NS",1998,8.4
"SABLE ISLAND","NS",1999,9.6
"SABLE ISLAND","NS",2000,8.8
"SABLE ISLAND","NS",2001,8.3
"SABLE ISLAND","NS",2002,8
"SABLE ISLAND","NS",2003,8
"SABLE ISLAND","NS",2004,7.5
"SABLE ISLAND","NS",2005,8.5
"SABLE ISLAND","NS",2006,9.1
"SABLE ISLAND","NS",2007,7.7
"SABLE ISLAND","NS",2008,8.2
"SABLE ISLAND","NS",2009,NA
"SABLE ISLAND","NS",2010,NA
"SABLE ISLAND","NS",2011,NA
"SABLE ISLAND","NS",2012,9.7
"SABLE ISLAND","NS",2013,8.8
"SABLE ISLAND","NS",2014,NA
"SABLE ISLAND","NS",2015,NA
"SABLE ISLAND","NS",2016,NA
"SABLE ISLAND","NS",2017,NA
"SYDNEY","NS",1880,4.8
"SYDNEY","NS",1881,5.2
"SYDNEY","NS",1882,4.8
"SYDNEY","NS",1883,4.6
"SYDNEY","NS",1884,4.9
"SYDNEY","NS",1885,5.2
"SYDNEY","NS",1886,6.4
"SYDNEY","NS",1887,5.5
"SYDNEY","NS",1888,5.2
"SYDNEY","NS",1889,7.3
"SYDNEY","NS",1890,5.4
"SYDNEY","NS",1891,6.2
"SYDNEY","NS",1892,6.6
"SYDNEY","NS",1893,NA
"SYDNEY","NS",1894,5.1
"SYDNEY","NS",1895,6.2
"SYDNEY","NS",1896,5.6
"SYDNEY","NS",1897,5.5
"SYDNEY","NS",1898,6.4
"SYDNEY","NS",1899,5.6
"SYDNEY","NS",1900,6.2
"SYDNEY","NS",1901,7.1
"SYDNEY","NS",1902,6.7
"SYDNEY","NS",1903,5.4
"SYDNEY","NS",1904,4.8
"SYDNEY","NS",1905,4.8
"SYDNEY","NS",1906,6.2
"SYDNEY","NS",1907,4.8
"SYDNEY","NS",1908,6.3
"SYDNEY","NS",1909,6.5
"SYDNEY","NS",1910,7
"SYDNEY","NS",1911,5.8
"SYDNEY","NS",1912,5.6
"SYDNEY","NS",1913,6.6
"SYDNEY","NS",1914,5.2
"SYDNEY","NS",1915,6.5
"SYDNEY","NS",1916,6.1
"SYDNEY","NS",1917,5.9
"SYDNEY","NS",1918,5.5
"SYDNEY","NS",1919,6.3
"SYDNEY","NS",1920,6.1
"SYDNEY","NS",1921,6
"SYDNEY","NS",1922,5.2
"SYDNEY","NS",1923,4.8
"SYDNEY","NS",1924,6
"SYDNEY","NS",1925,5.2
"SYDNEY","NS",1926,5.1
"SYDNEY","NS",1927,6.4
"SYDNEY","NS",1928,6.2
"SYDNEY","NS",1929,5.9
"SYDNEY","NS",1930,7.1
"SYDNEY","NS",1931,7.4
"SYDNEY","NS",1932,6.5
"SYDNEY","NS",1933,6.2
"SYDNEY","NS",1934,5.7
"SYDNEY","NS",1935,5.8
"SYDNEY","NS",1936,6.7
"SYDNEY","NS",1937,7.4
"SYDNEY","NS",1938,6.8
"SYDNEY","NS",1939,5.9
"SYDNEY","NS",1940,5.7
"SYDNEY","NS",1941,5
"SYDNEY","NS",1942,6.4
"SYDNEY","NS",1943,NA
"SYDNEY","NS",1944,6.3
"SYDNEY","NS",1945,6.5
"SYDNEY","NS",1946,6.3
"SYDNEY","NS",1947,6.2
"SYDNEY","NS",1948,5.3
"SYDNEY","NS",1949,6.6
"SYDNEY","NS",1950,5.8
"SYDNEY","NS",1951,7.3
"SYDNEY","NS",1952,6.8
"SYDNEY","NS",1953,7
"SYDNEY","NS",1954,6.5
"SYDNEY","NS",1955,5.9
"SYDNEY","NS",1956,5.8
"SYDNEY","NS",1957,5.7
"SYDNEY","NS",1958,6.4
"SYDNEY","NS",1959,5.5
"SYDNEY","NS",1960,6.8
"SYDNEY","NS",1961,6.2
"SYDNEY","NS",1962,5.4
"SYDNEY","NS",1963,5.7
"SYDNEY","NS",1964,5.2
"SYDNEY","NS",1965,5
"SYDNEY","NS",1966,6.8
"SYDNEY","NS",1967,6.2
"SYDNEY","NS",1968,5.9
"SYDNEY","NS",1969,6.9
"SYDNEY","NS",1970,5.9
"SYDNEY","NS",1971,6.2
"SYDNEY","NS",1972,4.8
"SYDNEY","NS",1973,5.9
"SYDNEY","NS",1974,4.8
"SYDNEY","NS",1975,5.3
"SYDNEY","NS",1976,5.7
"SYDNEY","NS",1977,5.9
"SYDNEY","NS",1978,5.4
"SYDNEY","NS",1979,6.6
"SYDNEY","NS",1980,5.1
"SYDNEY","NS",1981,6.7
"SYDNEY","NS",1982,5.4
"SYDNEY","NS",1983,6.8
"SYDNEY","NS",1984,6.5
"SYDNEY","NS",1985,4.9
"SYDNEY","NS",1986,4.8
"SYDNEY","NS",1987,5.7
"SYDNEY","NS",1988,5.8
"SYDNEY","NS",1989,5.4
"SYDNEY","NS",1990,6.2
"SYDNEY","NS",1991,5.9
"SYDNEY","NS",1992,5.1
"SYDNEY","NS",1993,5.2
"SYDNEY","NS",1994,5.9
"SYDNEY","NS",1995,6
"SYDNEY","NS",1996,6.2
"SYDNEY","NS",1997,5.1
"SYDNEY","NS",1998,7
"SYDNEY","NS",1999,8
"SYDNEY","NS",2000,6.7
"SYDNEY","NS",2001,6.8
"SYDNEY","NS",2002,6
"SYDNEY","NS",2003,6.1
"SYDNEY","NS",2004,5.9
"SYDNEY","NS",2005,6.9
"SYDNEY","NS",2006,7.7
"SYDNEY","NS",2007,6
"SYDNEY","NS",2008,6.7
"SYDNEY","NS",2009,6.4
"SYDNEY","NS",2010,7.7
"SYDNEY","NS",2011,6.7
"SYDNEY","NS",2012,7.8
"SYDNEY","NS",2013,6.7
"SYDNEY","NS",2014,6.4
"SYDNEY","NS",2015,5.8
"SYDNEY","NS",2016,7
"SYDNEY","NS",2017,6.9
"YARMOUTH","NS",1880,6.7
"YARMOUTH","NS",1881,NA
"YARMOUTH","NS",1882,NA
"YARMOUTH","NS",1883,5.5
"YARMOUTH","NS",1884,6.2
"YARMOUTH","NS",1885,NA
"YARMOUTH","NS",1886,NA
"YARMOUTH","NS",1887,6.2
"YARMOUTH","NS",1888,5.7
"YARMOUTH","NS",1889,7.9
"YARMOUTH","NS",1890,6.8
"YARMOUTH","NS",1891,7.4
"YARMOUTH","NS",1892,6.8
"YARMOUTH","NS",1893,6.1
"YARMOUTH","NS",1894,6.5
"YARMOUTH","NS",1895,7
"YARMOUTH","NS",1896,6.4
"YARMOUTH","NS",1897,6.5
"YARMOUTH","NS",1898,6.8
"YARMOUTH","NS",1899,6.7
"YARMOUTH","NS",1900,7.3
"YARMOUTH","NS",1901,7.1
"YARMOUTH","NS",1902,7
"YARMOUTH","NS",1903,7
"YARMOUTH","NS",1904,5.4
"YARMOUTH","NS",1905,5.7
"YARMOUTH","NS",1906,6.7
"YARMOUTH","NS",1907,5.6
"YARMOUTH","NS",1908,6.8
"YARMOUTH","NS",1909,6.8
"YARMOUTH","NS",1910,7.3
"YARMOUTH","NS",1911,6.7
"YARMOUTH","NS",1912,6.4
"YARMOUTH","NS",1913,7.6
"YARMOUTH","NS",1914,5.9
"YARMOUTH","NS",1915,7
"YARMOUTH","NS",1916,6
"YARMOUTH","NS",1917,5.5
"YARMOUTH","NS",1918,6.1
"YARMOUTH","NS",1919,6.8
"YARMOUTH","NS",1920,6.4
"YARMOUTH","NS",1921,7.1
"YARMOUTH","NS",1922,NA
"YARMOUTH","NS",1923,NA
